goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/bench/compare
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       6	 179196512 ns/op	121541880 B/op	 1398099 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       6	 192016744 ns/op	121542053 B/op	 1398101 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       6	 184735908 ns/op	121541912 B/op	 1398099 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       6	 187395645 ns/op	121541608 B/op	 1398096 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       6	 182367851 ns/op	121541661 B/op	 1398096 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       6	 179479884 ns/op	121541816 B/op	 1398098 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       6	 175070312 ns/op	121541752 B/op	 1398097 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      14	 102441654 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      14	  99423593 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      14	  99509562 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      14	  92515877 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      14	  88074992 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      14	  87293529 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      14	  99444979 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      12	  88357968 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      15	  87093592 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=geos/n=1024-32                     	      18	  71304678 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1491300779 ns/op	19727560 B/op	  371674 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1509180388 ns/op	19727528 B/op	  371673 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1424958317 ns/op	19727432 B/op	  371672 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1554616735 ns/op	19727432 B/op	  371672 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1582934421 ns/op	19727432 B/op	  371672 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1579139036 ns/op	19727624 B/op	  371674 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1697551161 ns/op	19727624 B/op	  371674 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1789851471 ns/op	19727432 B/op	  371672 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1661755515 ns/op	19727528 B/op	  371673 allocs/op
BenchmarkRelate/impl=gts/n=1024-32                          	       1	1602148305 ns/op	19727432 B/op	  371672 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      32	  35988610 ns/op	22237468 B/op	  493384 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      28	  42341487 ns/op	22237492 B/op	  493385 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      26	  42439951 ns/op	22237462 B/op	  493384 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      26	  46582831 ns/op	22237485 B/op	  493384 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      26	  43865598 ns/op	22237505 B/op	  493385 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      27	  47995767 ns/op	22237531 B/op	  493385 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      25	  42189233 ns/op	22237484 B/op	  493384 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      26	  42466406 ns/op	22237528 B/op	  493385 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      24	  42656968 ns/op	22237557 B/op	  493385 allocs/op
BenchmarkRelate/impl=simplefeatures/n=1024-32               	      28	  40451439 ns/op	22237530 B/op	  493385 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     204	   5757092 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     206	   5706466 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     210	   5763280 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     212	   5712251 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     210	   5656512 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     210	   5810440 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     207	   5734220 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     207	   5744296 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     207	   5757590 ns/op	      16 B/op	       1 allocs/op
BenchmarkRelate/impl=geos/n=1024-32                         	     208	   5707772 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  220640	      5438 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  207482	      5423 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  222585	      5427 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  212389	      5378 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  213283	      6016 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  182031	      6128 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  325498	      5318 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  210016	      5799 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  200475	      5859 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=gts/n=1024-32                            	  209217	      5860 ns/op	   18456 B/op	       2 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1000000	      1079 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1000000	      1018 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1449837	       802.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1218939	      1014 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1000000	      1048 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1000000	      1012 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1000000	      1002 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1230336	       974.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1248877	       957.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=simplefeatures/n=1024-32                 	 1269506	       945.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  706567	      1789 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  675902	      1800 ns/op	       8 B/op	       1 allocs/op
